ProjectID,ProjectName,ProjectType,Status,TitleID,TitleName,PlannedHours,ActualHours,RemainingPlannedHours
7,Proactive holistic data-warehouse,Time & Materials,Complete,103,Manager,37.52,23.69,13.83
7,Proactive holistic data-warehouse,Time & Materials,Complete,104,Senior Manager,63.8,0.0,63.8
7,Proactive holistic data-warehouse,Time & Materials,Complete,104,Senior Manager,106.99,0.0,106.99
7,Proactive holistic data-warehouse,Time & Materials,Complete,104,Senior Manager,38.5,152.61,0.0
7,Proactive holistic data-warehouse,Time & Materials,Complete,104,Senior Manager,99.94,0.0,99.94
7,Proactive holistic data-warehouse,Time & Materials,Complete,105,Associate Partner,38.46,0.0,38.46
7,Proactive holistic data-warehouse,Time & Materials,Complete,105,Associate Partner,93.33,146.75,0.0
7,Proactive holistic data-warehouse,Time & Materials,Complete,105,Associate Partner,91.47,152.61,0.0
7,Proactive holistic data-warehouse,Time & Materials,Complete,105,Associate Partner,80.26,0.0,80.26
7,Proactive holistic data-warehouse,Time & Materials,Complete,106,Partner,82.05,0.0,82.05
7,Proactive holistic data-warehouse,Time & Materials,Complete,106,Partner,72.68,0.0,72.68
7,Proactive holistic data-warehouse,Time & Materials,Complete,106,Partner,36.41,152.61,0.0
7,Proactive holistic data-warehouse,Time & Materials,Complete,106,Partner,68.18,23.69,44.49
8,Horizontal static installation,Time & Materials,Complete,101,Consultant,55.19,0.0,55.19
8,Horizontal static installation,Time & Materials,Complete,101,Consultant,87.9,0.0,87.9
8,Horizontal static installation,Time & Materials,Complete,101,Consultant,70.36,0.0,70.36
8,Horizontal static installation,Time & Materials,Complete,101,Consultant,111.1,159.96,0.0
8,Horizontal static installation,Time & Materials,Complete,102,Senior Consultant,115.94,0.0,115.94
8,Horizontal static installation,Time & Materials,Complete,102,Senior Consultant,71.24,0.0,71.24
8,Horizontal static installation,Time & Materials,Complete,102,Senior Consultant,56.39,0.0,56.39
8,Horizontal static installation,Time & Materials,Complete,102,Senior Consultant,34.09,0.0,34.09
8,Horizontal static installation,Time & Materials,Complete,103,Manager,96.41,0.0,96.41
8,Horizontal static installation,Time & Materials,Complete,103,Manager,79.11,0.0,79.11
8,Horizontal static installation,Time & Materials,Complete,103,Manager,59.58,0.0,59.58
8,Horizontal static installation,Time & Materials,Complete,103,Manager,55.29,159.96,0.0
8,Horizontal static installation,Time & Materials,Complete,104,Senior Manager,79.89,0.0,79.89
8,Horizontal static installation,Time & Materials,Complete,104,Senior Manager,114.73,0.0,114.73
8,Horizontal static installation,Time & Materials,Complete,104,Senior Manager,90.53,215.72,0.0
8,Horizontal static installation,Time & Materials,Complete,104,Senior Manager,115.54,159.96,0.0
8,Horizontal static installation,Time & Materials,Complete,105,Associate Partner,85.05,100.57,0.0
8,Horizontal static installation,Time & Materials,Complete,105,Associate Partner,64.75,0.0,64.75
8,Horizontal static installation,Time & Materials,Complete,105,Associate Partner,97.71,0.0,97.71
8,Horizontal static installation,Time & Materials,Complete,105,Associate Partner,110.12,0.0,110.12
8,Horizontal static installation,Time & Materials,Complete,106,Partner,67.76,0.0,67.76
8,Horizontal static installation,Time & Materials,Complete,106,Partner,116.51,0.0,116.51
8,Horizontal static installation,Time & Materials,Complete,106,Partner,101.24,215.72,0.0
8,Horizontal static installation,Time & Materials,Complete,106,Partner,71.01,0.0,71.01
9,Automated bottom-line generative AI,Time & Materials,Complete,101,Consultant,30.98,159.02,0.0
9,Automated bottom-line generative AI,Time & Materials,Complete,101,Consultant,79.85,0.0,79.85
9,Automated bottom-line generative AI,Time & Materials,Complete,101,Consultant,37.36,0.0,37.36
9,Automated bottom-line generative AI,Time & Materials,Complete,101,Consultant,58.99,0.0,58.99
9,Automated bottom-line generative AI,Time & Materials,Complete,102,Senior Consultant,111.48,0.0,111.48
9,Automated bottom-line generative AI,Time & Materials,Complete,102,Senior Consultant,117.24,0.0,117.24
9,Automated bottom-line generative AI,Time & Materials,Complete,102,Senior Consultant,108.62,145.64,0.0
9,Automated bottom-line generative AI,Time & Materials,Complete,102,Senior Consultant,49.03,0.0,49.03
9,Automated bottom-line generative AI,Time & Materials,Complete,103,Manager,38.22,0.0,38.22
9,Automated bottom-line generative AI,Time & Materials,Complete,103,Manager,77.08,131.92,0.0
9,Automated bottom-line generative AI,Time & Materials,Complete,103,Manager,112.88,0.0,112.88
9,Automated bottom-line generative AI,Time & Materials,Complete,103,Manager,59.47,0.0,59.47
9,Automated bottom-line generative AI,Time & Materials,Complete,104,Senior Manager,58.74,0.0,58.74
9,Automated bottom-line generative AI,Time & Materials,Complete,104,Senior Manager,86.65,0.0,86.65
9,Automated bottom-line generative AI,Time & Materials,Complete,104,Senior Manager,35.5,0.0,35.5
9,Automated bottom-line generative AI,Time & Materials,Complete,104,Senior Manager,40.78,0.0,40.78
9,Automated bottom-line generative AI,Time & Materials,Complete,105,Associate Partner,115.51,0.0,115.51
9,Automated bottom-line generative AI,Time & Materials,Complete,105,Associate Partner,92.62,0.0,92.62
9,Automated bottom-line generative AI,Time & Materials,Complete,105,Associate Partner,54.92,72.82,0.0
9,Automated bottom-line generative AI,Time & Materials,Complete,105,Associate Partner,110.15,0.0,110.15
9,Automated bottom-line generative AI,Time & Materials,Complete,106,Partner,115.55,0.0,115.55
9,Automated bottom-line generative AI,Time & Materials,Complete,106,Partner,70.91,0.0,70.91
9,Automated bottom-line generative AI,Time & Materials,Complete,106,Partner,102.56,72.82,29.74
9,Automated bottom-line generative AI,Time & Materials,Complete,106,Partner,83.42,0.0,83.42
10,Configurable regional monitoring,Time & Materials,Complete,101,Consultant,63.74,0.0,63.74
10,Configurable regional monitoring,Time & Materials,Complete,101,Consultant,71.47,0.0,71.47
10,Configurable regional monitoring,Time & Materials,Complete,101,Consultant,110.57,115.07,0.0
10,Configurable regional monitoring,Time & Materials,Complete,101,Consultant,74.86,0.0,74.86
10,Configurable regional monitoring,Time & Materials,Complete,102,Senior Consultant,55.71,32.42,23.29
10,Configurable regional monitoring,Time & Materials,Complete,102,Senior Consultant,48.57,0.0,48.57
10,Configurable regional monitoring,Time & Materials,Complete,102,Senior Consultant,76.05,0.0,76.05
10,Configurable regional monitoring,Time & Materials,Complete,102,Senior Consultant,37.82,0.0,37.82
10,Configurable regional monitoring,Time & Materials,Complete,103,Manager,108.17,0.0,108.17
10,Configurable regional monitoring,Time & Materials,Complete,103,Manager,62.78,55.34,7.44
10,Configurable regional monitoring,Time & Materials,Complete,103,Manager,77.89,230.14,0.0
10,Configurable regional monitoring,Time & Materials,Complete,103,Manager,78.34,75.7,2.64
10,Configurable regional monitoring,Time & Materials,Complete,104,Senior Manager,50.12,0.0,50.12
10,Configurable regional monitoring,Time & Materials,Complete,104,Senior Manager,75.31,0.0,75.31
10,Configurable regional monitoring,Time & Materials,Complete,104,Senior Manager,39.65,0.0,39.65
10,Configurable regional monitoring,Time & Materials,Complete,104,Senior Manager,82.82,0.0,82.82
10,Configurable regional monitoring,Time & Materials,Complete,105,Associate Partner,116.69,0.0,116.69
10,Configurable regional monitoring,Time & Materials,Complete,105,Associate Partner,92.14,0.0,92.14
10,Configurable regional monitoring,Time & Materials,Complete,105,Associate Partner,70.27,0.0,70.27
10,Configurable regional monitoring,Time & Materials,Complete,105,Associate Partner,97.09,151.4,0.0
10,Configurable regional monitoring,Time & Materials,Complete,106,Partner,31.09,32.42,0.0
10,Configurable regional monitoring,Time & Materials,Complete,106,Partner,33.54,0.0,33.54
10,Configurable regional monitoring,Time & Materials,Complete,106,Partner,77.94,0.0,77.94
10,Configurable regional monitoring,Time & Materials,Complete,106,Partner,68.85,0.0,68.85
11,Future-proofed zero trust hub,Fixed-Price,Complete,101,Consultant,61.11,49.31,11.8
11,Future-proofed zero trust hub,Fixed-Price,Complete,101,Consultant,73.61,70.83,2.78
11,Future-proofed zero trust hub,Fixed-Price,Complete,101,Consultant,81.37,0.0,81.37
11,Future-proofed zero trust hub,Fixed-Price,Complete,101,Consultant,119.1,0.0,119.1
11,Future-proofed zero trust hub,Fixed-Price,Complete,102,Senior Consultant,110.71,0.0,110.71
11,Future-proofed zero trust hub,Fixed-Price,Complete,102,Senior Consultant,85.64,0.0,85.64
11,Future-proofed zero trust hub,Fixed-Price,Complete,102,Senior Consultant,62.05,0.0,62.05
11,Future-proofed zero trust hub,Fixed-Price,Complete,102,Senior Consultant,59.01,103.39,0.0
11,Future-proofed zero trust hub,Fixed-Price,Complete,103,Manager,72.66,0.0,72.66
11,Future-proofed zero trust hub,Fixed-Price,Complete,103,Manager,63.2,0.0,63.2
11,Future-proofed zero trust hub,Fixed-Price,Complete,103,Manager,118.79,0.0,118.79
11,Future-proofed zero trust hub,Fixed-Price,Complete,103,Manager,102.89,0.0,102.89
11,Future-proofed zero trust hub,Fixed-Price,Complete,104,Senior Manager,90.08,0.0,90.08
11,Future-proofed zero trust hub,Fixed-Price,Complete,104,Senior Manager,71.63,0.0,71.63
11,Future-proofed zero trust hub,Fixed-Price,Complete,104,Senior Manager,84.52,38.82,45.7
11,Future-proofed zero trust hub,Fixed-Price,Complete,104,Senior Manager,52.92,0.0,52.92
11,Future-proofed zero trust hub,Fixed-Price,Complete,105,Associate Partner,45.51,49.31,0.0
11,Future-proofed zero trust hub,Fixed-Price,Complete,105,Associate Partner,97.27,0.0,97.27
11,Future-proofed zero trust hub,Fixed-Price,Complete,105,Associate Partner,51.35,0.0,51.35
11,Future-proofed zero trust hub,Fixed-Price,Complete,105,Associate Partner,91.34,0.0,91.34
11,Future-proofed zero trust hub,Fixed-Price,Complete,106,Partner,47.31,0.0,47.31
11,Future-proofed zero trust hub,Fixed-Price,Complete,106,Partner,33.3,0.0,33.3
11,Future-proofed zero trust hub,Fixed-Price,Complete,106,Partner,39.16,38.82,0.34
11,Future-proofed zero trust hub,Fixed-Price,Complete,106,Partner,98.42,103.39,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,101,Consultant,63.92,145.94,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,101,Consultant,78.92,0.0,78.92
12,Reverse-engineered composite capability,Fixed-Price,Complete,101,Consultant,78.01,0.0,78.01
12,Reverse-engineered composite capability,Fixed-Price,Complete,101,Consultant,111.76,0.0,111.76
12,Reverse-engineered composite capability,Fixed-Price,Complete,102,Senior Consultant,71.64,0.0,71.64
12,Reverse-engineered composite capability,Fixed-Price,Complete,102,Senior Consultant,111.58,0.0,111.58
12,Reverse-engineered composite capability,Fixed-Price,Complete,102,Senior Consultant,110.45,68.4,42.05
12,Reverse-engineered composite capability,Fixed-Price,Complete,102,Senior Consultant,82.51,0.0,82.51
12,Reverse-engineered composite capability,Fixed-Price,Complete,103,Manager,57.12,145.94,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,103,Manager,86.18,0.0,86.18
12,Reverse-engineered composite capability,Fixed-Price,Complete,103,Manager,100.97,0.0,100.97
12,Reverse-engineered composite capability,Fixed-Price,Complete,103,Manager,66.08,151.48,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,104,Senior Manager,97.28,0.0,97.28
12,Reverse-engineered composite capability,Fixed-Price,Complete,104,Senior Manager,40.52,0.0,40.52
12,Reverse-engineered composite capability,Fixed-Price,Complete,104,Senior Manager,43.65,0.0,43.65
12,Reverse-engineered composite capability,Fixed-Price,Complete,104,Senior Manager,71.58,75.74,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,105,Associate Partner,75.24,0.0,75.24
12,Reverse-engineered composite capability,Fixed-Price,Complete,105,Associate Partner,114.58,0.0,114.58
12,Reverse-engineered composite capability,Fixed-Price,Complete,105,Associate Partner,58.05,68.4,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,105,Associate Partner,115.26,0.0,115.26
12,Reverse-engineered composite capability,Fixed-Price,Complete,106,Partner,50.9,0.0,50.9
12,Reverse-engineered composite capability,Fixed-Price,Complete,106,Partner,86.49,0.0,86.49
12,Reverse-engineered composite capability,Fixed-Price,Complete,106,Partner,52.36,68.4,0.0
12,Reverse-engineered composite capability,Fixed-Price,Complete,106,Partner,43.8,0.0,43.8
13,Public-key content-based hardware,Time & Materials,Complete,101,Consultant,43.49,0.0,43.49
13,Public-key content-based hardware,Time & Materials,Complete,101,Consultant,85.03,0.0,85.03
13,Public-key content-based hardware,Time & Materials,Complete,101,Consultant,116.5,103.35,13.15
13,Public-key content-based hardware,Time & Materials,Complete,101,Consultant,97.5,0.0,97.5
13,Public-key content-based hardware,Time & Materials,Complete,102,Senior Consultant,50.63,102.07,0.0
13,Public-key content-based hardware,Time & Materials,Complete,102,Senior Consultant,31.63,112.9,0.0
13,Public-key content-based hardware,Time & Materials,Complete,102,Senior Consultant,43.38,103.35,0.0
13,Public-key content-based hardware,Time & Materials,Complete,102,Senior Consultant,48.89,289.94,0.0
13,Public-key content-based hardware,Time & Materials,Complete,103,Manager,95.0,0.0,95.0
13,Public-key content-based hardware,Time & Materials,Complete,103,Manager,108.49,112.9,0.0
13,Public-key content-based hardware,Time & Materials,Complete,103,Manager,67.32,0.0,67.32
13,Public-key content-based hardware,Time & Materials,Complete,103,Manager,110.82,0.0,110.82
13,Public-key content-based hardware,Time & Materials,Complete,104,Senior Manager,94.8,0.0,94.8
13,Public-key content-based hardware,Time & Materials,Complete,104,Senior Manager,113.89,0.0,113.89
13,Public-key content-based hardware,Time & Materials,Complete,104,Senior Manager,37.68,103.35,0.0
13,Public-key content-based hardware,Time & Materials,Complete,104,Senior Manager,48.46,0.0,48.46
13,Public-key content-based hardware,Time & Materials,Complete,105,Associate Partner,87.7,0.0,87.7
13,Public-key content-based hardware,Time & Materials,Complete,105,Associate Partner,80.86,0.0,80.86
13,Public-key content-based hardware,Time & Materials,Complete,105,Associate Partner,119.72,0.0,119.72
13,Public-key content-based hardware,Time & Materials,Complete,105,Associate Partner,47.16,144.97,0.0
13,Public-key content-based hardware,Time & Materials,Complete,106,Partner,92.46,0.0,92.46
