_rowid,DeliverableID,TitleID,PlannedHours,created_at
154,26,104,86.6,2020-10-03 00:22:06.535811
155,26,105,108.97,2020-10-03 00:22:06.535811
156,26,106,96.16,2020-10-03 00:22:06.535811
157,27,101,45.97,2020-10-03 12:56:35.207447
158,27,102,97.56,2020-10-03 12:56:35.207447
159,27,103,102.62,2020-10-03 12:56:35.207447
160,27,104,119.15,2020-10-03 12:56:35.207447
161,27,105,67.14,2020-10-03 12:56:35.207447
162,27,106,63.48,2020-10-03 12:56:35.207447
163,28,101,30.98,2020-10-13 16:24:08.305422
164,28,102,111.48,2020-10-13 16:24:08.305422
165,28,103,38.22,2020-10-13 16:24:08.305422
166,28,104,58.74,2020-10-13 16:24:08.305422
167,28,105,115.51,2020-10-13 16:24:08.305422
168,28,106,115.55,2020-10-13 16:24:08.305422
169,29,101,70.36,2020-10-16 14:45:29.390085
170,29,102,56.39,2020-10-16 14:45:29.390085
171,29,103,59.58,2020-10-16 14:45:29.390085
172,29,104,90.53,2020-10-16 14:45:29.390085
173,29,105,97.71,2020-10-16 14:45:29.390085
174,29,106,101.24,2020-10-16 14:45:29.390085
175,30,101,109.89,2020-10-21 04:38:19.628873
176,30,102,61.58,2020-10-21 04:38:19.628873
177,30,103,40.54,2020-10-21 04:38:19.628873
178,30,104,42.87,2020-10-21 04:38:19.628873
179,30,105,98.54,2020-10-21 04:38:19.628873
180,30,106,85.64,2020-10-21 04:38:19.628873
181,31,101,93.09,2020-10-21 16:37:29.684396
182,31,102,36.55,2020-10-21 16:37:29.684396
183,31,103,103.97,2020-10-21 16:37:29.684396
184,31,104,93.56,2020-10-21 16:37:29.684396
185,31,105,37.32,2020-10-21 16:37:29.684396
186,31,106,37.64,2020-10-21 16:37:29.684396
187,32,101,97.8,2020-10-28 08:44:49.163279
188,32,102,63.86,2020-10-28 08:44:49.163279
189,32,103,37.52,2020-10-28 08:44:49.163279
190,32,104,99.94,2020-10-28 08:44:49.163279
191,32,105,80.26,2020-10-28 08:44:49.163279
192,32,106,68.18,2020-10-28 08:44:49.163279
193,33,101,63.74,2020-10-30 11:51:30.045096
194,33,102,55.71,2020-10-30 11:51:30.045096
195,33,103,108.17,2020-10-30 11:51:30.045096
196,33,104,50.12,2020-10-30 11:51:30.045096
197,33,105,116.69,2020-10-30 11:51:30.045096
198,33,106,31.09,2020-10-30 11:51:30.045096
199,34,101,79.85,2020-11-02 03:10:13.066573
200,34,102,117.24,2020-11-02 03:10:13.066573
201,34,103,77.08,2020-11-02 03:10:13.066573
202,34,104,86.65,2020-11-02 03:10:13.066573
203,34,105,92.62,2020-11-02 03:10:13.066573
204,34,106,70.91,2020-11-02 03:10:13.066573
205,35,101,111.1,2020-11-03 02:51:38.068349
206,35,102,34.09,2020-11-03 02:51:38.068349
207,35,103,55.29,2020-11-03 02:51:38.068349
208,35,104,115.54,2020-11-03 02:51:38.068349
209,35,105,110.12,2020-11-03 02:51:38.068349
210,35,106,71.01,2020-11-03 02:51:38.068349
211,36,101,61.11,2020-11-19 20:22:55.288590
212,36,102,110.71,2020-11-19 20:22:55.288590
213,36,103,72.66,2020-11-19 20:22:55.288590
214,36,104,90.08,2020-11-19 20:22:55.288590
215,36,105,45.51,2020-11-19 20:22:55.288590
216,36,106,47.31,2020-11-19 20:22:55.288590
217,37,101,71.47,2020-11-20 20:12:59.996168
218,37,102,48.57,2020-11-20 20:12:59.996168
219,37,103,62.78,2020-11-20 20:12:59.996168
220,37,104,75.31,2020-11-20 20:12:59.996168
221,37,105,92.14,2020-11-20 20:12:59.996168
222,37,106,33.54,2020-11-20 20:12:59.996168
223,38,101,37.36,2020-11-28 01:11:26.926920
224,38,102,108.62,2020-11-28 01:11:26.926920
225,38,103,112.88,2020-11-28 01:11:26.926920
226,38,104,35.5,2020-11-28 01:11:26.926920
227,38,105,54.92,2020-11-28 01:11:26.926920
228,38,106,102.56,2020-11-28 01:11:26.926920
229,39,101,73.61,2020-12-06 18:31:19.688930
230,39,102,85.64,2020-12-06 18:31:19.688930
231,39,103,63.2,2020-12-06 18:31:19.688930
232,39,104,71.63,2020-12-06 18:31:19.688930
233,39,105,97.27,2020-12-06 18:31:19.688930
234,39,106,33.3,2020-12-06 18:31:19.688930
235,40,101,110.57,2020-12-09 01:08:00.983091
236,40,102,76.05,2020-12-09 01:08:00.983091
237,40,103,77.89,2020-12-09 01:08:00.983091
238,40,104,39.65,2020-12-09 01:08:00.983091
239,40,105,70.27,2020-12-09 01:08:00.983091
240,40,106,77.94,2020-12-09 01:08:00.983091
241,41,101,58.99,2020-12-15 08:49:16.868505
242,41,102,49.03,2020-12-15 08:49:16.868505
243,41,103,59.47,2020-12-15 08:49:16.868505
244,41,104,40.78,2020-12-15 08:49:16.868505
245,41,105,110.15,2020-12-15 08:49:16.868505
246,41,106,83.42,2020-12-15 08:49:16.868505
247,42,101,74.86,2020-12-25 23:52:22.457196
248,42,102,37.82,2020-12-25 23:52:22.457196
249,42,103,78.34,2020-12-25 23:52:22.457196
250,42,104,82.82,2020-12-25 23:52:22.457196
251,42,105,97.09,2020-12-25 23:52:22.457196
252,42,106,68.85,2020-12-25 23:52:22.457196
253,43,101,81.37,2020-12-30 16:03:45.590399
254,43,102,62.05,2020-12-30 16:03:45.590399
255,43,103,118.79,2020-12-30 16:03:45.590399
256,43,104,84.52,2020-12-30 16:03:45.590399
257,43,105,51.35,2020-12-30 16:03:45.590399
258,43,106,39.16,2020-12-30 16:03:45.590399
259,44,101,119.1,2021-01-17 07:51:15.940092
260,44,102,59.01,2021-01-17 07:51:15.940092
261,44,103,102.89,2021-01-17 07:51:15.940092
262,44,104,52.92,2021-01-17 07:51:15.940092
263,44,105,91.34,2021-01-17 07:51:15.940092
264,44,106,98.42,2021-01-17 07:51:15.940092
265,45,101,63.92,2021-03-17 06:12:44.117519
266,45,102,71.64,2021-03-17 06:12:44.117519
267,45,103,57.12,2021-03-17 06:12:44.117519
268,45,104,97.28,2021-03-17 06:12:44.117519
269,45,105,75.24,2021-03-17 06:12:44.117519
270,45,106,50.9,2021-03-17 06:12:44.117519
271,46,101,78.92,2021-04-05 05:14:35.556374
272,46,102,111.58,2021-04-05 05:14:35.556374
273,46,103,86.18,2021-04-05 05:14:35.556374
274,46,104,40.52,2021-04-05 05:14:35.556374
275,46,105,114.58,2021-04-05 05:14:35.556374
276,46,106,86.49,2021-04-05 05:14:35.556374
277,47,101,78.01,2021-04-21 20:15:59.056036
278,47,102,110.45,2021-04-21 20:15:59.056036
279,47,103,100.97,2021-04-21 20:15:59.056036
280,47,104,43.65,2021-04-21 20:15:59.056036
281,47,105,58.05,2021-04-21 20:15:59.056036
282,47,106,52.36,2021-04-21 20:15:59.056036
283,48,101,43.49,2021-05-06 19:29:11.825925
284,48,102,50.63,2021-05-06 19:29:11.825925
285,48,103,95.0,2021-05-06 19:29:11.825925
286,48,104,94.8,2021-05-06 19:29:11.825925
287,48,105,87.7,2021-05-06 19:29:11.825925
288,48,106,92.46,2021-05-06 19:29:11.825925
289,49,101,111.76,2021-05-10 20:13:17.974828
290,49,102,82.51,2021-05-10 20:13:17.974828
291,49,103,66.08,2021-05-10 20:13:17.974828
292,49,104,71.58,2021-05-10 20:13:17.974828
293,49,105,115.26,2021-05-10 20:13:17.974828
294,49,106,43.8,2021-05-10 20:13:17.974828
295,50,101,85.03,2021-05-19 15:37:13.615612
296,50,102,31.63,2021-05-19 15:37:13.615612
297,50,103,108.49,2021-05-19 15:37:13.615612
298,50,104,113.89,2021-05-19 15:37:13.615612
299,50,105,80.86,2021-05-19 15:37:13.615612
300,50,106,92.7,2021-05-19 15:37:13.615612
301,51,101,65.91,2021-06-01 02:57:37.364078
302,51,102,34.93,2021-06-01 02:57:37.364078
303,51,103,60.17,2021-06-01 02:57:37.364078
304,51,104,102.26,2021-06-01 02:57:37.364078
305,51,105,30.42,2021-06-01 02:57:37.364078
306,51,106,60.01,2021-06-01 02:57:37.364078
307,52,101,116.5,2021-06-10 17:38:37.583589
308,52,102,43.38,2021-06-10 17:38:37.583589
309,52,103,67.32,2021-06-10 17:38:37.583589
310,52,104,37.68,2021-06-10 17:38:37.583589
311,52,105,119.72,2021-06-10 17:38:37.583589
312,52,106,75.2,2021-06-10 17:38:37.583589
313,53,101,97.5,2021-06-22 12:15:18.519781
314,53,102,48.89,2021-06-22 12:15:18.519781
315,53,103,110.82,2021-06-22 12:15:18.519781
316,53,104,48.46,2021-06-22 12:15:18.519781
317,53,105,47.16,2021-06-22 12:15:18.519781
318,53,106,33.29,2021-06-22 12:15:18.519781
319,54,101,70.8,2021-06-27 14:15:48.100057
320,54,102,77.2,2021-06-27 14:15:48.100057
321,54,103,69.67,2021-06-27 14:15:48.100057
322,54,104,66.07,2021-06-27 14:15:48.100057
323,54,105,80.37,2021-06-27 14:15:48.100057
324,54,106,43.97,2021-06-27 14:15:48.100057
325,55,101,49.98,2021-06-29 02:52:45.825510
326,55,102,50.8,2021-06-29 02:52:45.825510
327,55,103,90.47,2021-06-29 02:52:45.825510
328,55,104,31.77,2021-06-29 02:52:45.825510
329,55,105,39.37,2021-06-29 02:52:45.825510
330,55,106,101.99,2021-06-29 02:52:45.825510
331,56,101,51.89,2021-07-13 01:24:38.975670
332,56,102,95.0,2021-07-13 01:24:38.975670
333,56,103,107.01,2021-07-13 01:24:38.975670
334,56,104,104.72,2021-07-13 01:24:38.975670
335,56,105,65.75,2021-07-13 01:24:38.975670
336,56,106,90.13,2021-07-13 01:24:38.975670
337,57,101,110.67,2021-07-22 14:56:12.113900
338,57,102,31.17,2021-07-22 14:56:12.113900
339,57,103,37.7,2021-07-22 14:56:12.113900
340,57,104,48.71,2021-07-22 14:56:12.113900
341,57,105,32.39,2021-07-22 14:56:12.113900
342,57,106,46.33,2021-07-22 14:56:12.113900
343,58,101,53.21,2021-07-28 19:01:11.208352
344,58,102,42.54,2021-07-28 19:01:11.208352
345,58,103,105.14,2021-07-28 19:01:11.208352
346,58,104,118.6,2021-07-28 19:01:11.208352
347,58,105,77.31,2021-07-28 19:01:11.208352
348,58,106,45.45,2021-07-28 19:01:11.208352
349,59,101,104.68,2021-08-04 06:33:47.511566
350,59,102,48.58,2021-08-04 06:33:47.511566
351,59,103,30.99,2021-08-04 06:33:47.511566
352,59,104,42.32,2021-08-04 06:33:47.511566
353,59,105,111.0,2021-08-04 06:33:47.511566
354,59,106,108.65,2021-08-04 06:33:47.511566
355,60,101,49.34,2021-08-28 00:47:12.610660
356,60,102,32.81,2021-08-28 00:47:12.610660
357,60,103,53.6,2021-08-28 00:47:12.610660
358,60,104,83.56,2021-08-28 00:47:12.610660
359,60,105,34.63,2021-08-28 00:47:12.610660
360,60,106,74.67,2021-08-28 00:47:12.610660
361,61,101,95.9,2021-09-24 17:56:08.975924
362,61,102,102.59,2021-09-24 17:56:08.975924
363,61,103,89.29,2021-09-24 17:56:08.975924
364,61,104,92.3,2021-09-24 17:56:08.975924
365,61,105,106.43,2021-09-24 17:56:08.975924
366,61,106,52.47,2021-09-24 17:56:08.975924
367,62,101,33.55,2021-10-08 02:44:58.571671
368,62,102,93.5,2021-10-08 02:44:58.571671
369,62,103,113.27,2021-10-08 02:44:58.571671
370,62,104,46.25,2021-10-08 02:44:58.571671
371,62,105,81.12,2021-10-08 02:44:58.571671
372,62,106,112.39,2021-10-08 02:44:58.571671
373,63,101,83.66,2021-10-21 12:17:29.976167
374,63,102,50.7,2021-10-21 12:17:29.976167
375,63,103,40.85,2021-10-21 12:17:29.976167
376,63,104,36.93,2021-10-21 12:17:29.976167
377,63,105,92.67,2021-10-21 12:17:29.976167
378,63,106,60.59,2021-10-21 12:17:29.976167
379,64,101,101.17,2021-10-28 19:48:03.651701
380,64,102,58.69,2021-10-28 19:48:03.651701
381,64,103,86.33,2021-10-28 19:48:03.651701
382,64,104,109.74,2021-10-28 19:48:03.651701
383,64,105,85.43,2021-10-28 19:48:03.651701
384,64,106,50.97,2021-10-28 19:48:03.651701
385,65,101,118.57,2021-11-01 02:22:33.724787
386,65,102,99.14,2021-11-01 02:22:33.724787
387,65,103,67.6,2021-11-01 02:22:33.724787
388,65,104,67.92,2021-11-01 02:22:33.724787
389,65,105,96.38,2021-11-01 02:22:33.724787
390,65,106,51.49,2021-11-01 02:22:33.724787
391,66,101,72.07,2021-11-01 17:51:18.780690
392,66,102,85.21,2021-11-01 17:51:18.780690
393,66,103,45.03,2021-11-01 17:51:18.780690
394,66,104,119.21,2021-11-01 17:51:18.780690
395,66,105,50.85,2021-11-01 17:51:18.780690
396,66,106,114.85,2021-11-01 17:51:18.780690
397,67,101,117.22,2021-11-09 17:25:09.322857
398,67,102,109.54,2021-11-09 17:25:09.322857
399,67,103,113.5,2021-11-09 17:25:09.322857
400,67,104,119.54,2021-11-09 17:25:09.322857
401,67,105,45.65,2021-11-09 17:25:09.322857
402,67,106,65.66,2021-11-09 17:25:09.322857
403,68,101,43.85,2021-11-10 04:58:06.202765
404,68,102,103.42,2021-11-10 04:58:06.202765
405,68,103,50.2,2021-11-10 04:58:06.202765
406,68,104,50.14,2021-11-10 04:58:06.202765
407,68,105,78.33,2021-11-10 04:58:06.202765
408,68,106,83.36,2021-11-10 04:58:06.202765
409,69,101,41.66,2021-11-19 11:59:57.051095
410,69,102,109.99,2021-11-19 11:59:57.051095
411,69,103,116.01,2021-11-19 11:59:57.051095
412,69,104,107.59,2021-11-19 11:59:57.051095
413,69,105,102.86,2021-11-19 11:59:57.051095
414,69,106,88.97,2021-11-19 11:59:57.051095
415,70,101,53.38,2021-11-20 14:19:57.993933
416,70,102,95.11,2021-11-20 14:19:57.993933
417,70,103,74.63,2021-11-20 14:19:57.993933
418,70,104,37.29,2021-11-20 14:19:57.993933
419,70,105,49.82,2021-11-20 14:19:57.993933
420,70,106,91.49,2021-11-20 14:19:57.993933
421,71,101,74.56,2021-11-21 16:10:35.599985
422,71,102,73.25,2021-11-21 16:10:35.599985
423,71,103,83.32,2021-11-21 16:10:35.599985
424,71,104,104.22,2021-11-21 16:10:35.599985
425,71,105,61.3,2021-11-21 16:10:35.599985
426,71,106,91.02,2021-11-21 16:10:35.599985
427,72,101,89.26,2021-11-27 00:09:18.648817
428,72,102,106.55,2021-11-27 00:09:18.648817
429,72,103,108.06,2021-11-27 00:09:18.648817
430,72,104,93.75,2021-11-27 00:09:18.648817
431,72,105,105.33,2021-11-27 00:09:18.648817
432,72,106,92.77,2021-11-27 00:09:18.648817
433,73,101,75.67,2021-12-01 06:59:33.065577
434,73,102,30.57,2021-12-01 06:59:33.065577
435,73,103,55.83,2021-12-01 06:59:33.065577
436,73,104,85.52,2021-12-01 06:59:33.065577
437,73,105,118.31,2021-12-01 06:59:33.065577
438,73,106,86.86,2021-12-01 06:59:33.065577
439,74,101,39.63,2021-12-02 00:43:55.664218
440,74,102,98.49,2021-12-02 00:43:55.664218
441,74,103,78.71,2021-12-02 00:43:55.664218
442,74,104,116.67,2021-12-02 00:43:55.664218
443,74,105,60.77,2021-12-02 00:43:55.664218
444,74,106,86.94,2021-12-02 00:43:55.664218
445,75,101,114.35,2021-12-04 11:26:56.412354
446,75,102,91.91,2021-12-04 11:26:56.412354
447,75,103,36.11,2021-12-04 11:26:56.412354
448,75,104,57.09,2021-12-04 11:26:56.412354
449,75,105,93.74,2021-12-04 11:26:56.412354
450,75,106,36.06,2021-12-04 11:26:56.412354
451,76,101,99.34,2021-12-12 02:54:03.642944
452,76,102,91.5,2021-12-12 02:54:03.642944
453,76,103,70.13,2021-12-12 02:54:03.642944
454,76,104,54.63,2021-12-12 02:54:03.642944
455,76,105,119.74,2021-12-12 02:54:03.642944
456,76,106,68.36,2021-12-12 02:54:03.642944
457,77,101,101.53,2021-12-16 06:42:08.350258
458,77,102,92.43,2021-12-16 06:42:08.350258
459,77,103,49.87,2021-12-16 06:42:08.350258
460,77,104,37.41,2021-12-16 06:42:08.350258
461,77,105,91.24,2021-12-16 06:42:08.350258
462,77,106,88.91,2021-12-16 06:42:08.350258
463,78,101,87.47,2021-12-16 10:15:14.167131
464,78,102,65.78,2021-12-16 10:15:14.167131
465,78,103,54.68,2021-12-16 10:15:14.167131
466,78,104,118.56,2021-12-16 10:15:14.167131
467,78,105,66.84,2021-12-16 10:15:14.167131
468,78,106,110.47,2021-12-16 10:15:14.167131
469,79,101,32.8,2021-12-20 07:39:39.623561
470,79,102,88.65,2021-12-20 07:39:39.623561
471,79,103,63.17,2021-12-20 07:39:39.623561
472,79,104,107.79,2021-12-20 07:39:39.623561
473,79,105,72.59,2021-12-20 07:39:39.623561
474,79,106,117.14,2021-12-20 07:39:39.623561
475,80,101,106.03,2021-12-26 01:23:20.509819
476,80,102,98.49,2021-12-26 01:23:20.509819
477,80,103,86.36,2021-12-26 01:23:20.509819
478,80,104,41.81,2021-12-26 01:23:20.509819
479,80,105,32.93,2021-12-26 01:23:20.509819
480,80,106,112.88,2021-12-26 01:23:20.509819
481,81,101,73.34,2021-12-30 11:48:15.715625
482,81,102,40.56,2021-12-30 11:48:15.715625
483,81,103,41.27,2021-12-30 11:48:15.715625
484,81,104,91.7,2021-12-30 11:48:15.715625
485,81,105,68.73,2021-12-30 11:48:15.715625
486,81,106,48.05,2021-12-30 11:48:15.715625
487,82,101,92.05,2022-01-11 16:01:16.785956
488,82,102,102.05,2022-01-11 16:01:16.785956
489,82,103,48.01,2022-01-11 16:01:16.785956
490,82,104,45.07,2022-01-11 16:01:16.785956
491,82,105,39.41,2022-01-11 16:01:16.785956
492,82,106,87.28,2022-01-11 16:01:16.785956
493,83,101,95.84,2022-01-12 04:59:28.320672
494,83,102,37.35,2022-01-12 04:59:28.320672
495,83,103,35.43,2022-01-12 04:59:28.320672
496,83,104,52.24,2022-01-12 04:59:28.320672
497,83,105,44.36,2022-01-12 04:59:28.320672
498,83,106,108.46,2022-01-12 04:59:28.320672
499,84,101,60.32,2022-01-14 21:46:56.129641
500,84,102,46.39,2022-01-14 21:46:56.129641
501,84,103,101.07,2022-01-14 21:46:56.129641
502,84,104,89.28,2022-01-14 21:46:56.129641
503,84,105,74.84,2022-01-14 21:46:56.129641
504,84,106,79.98,2022-01-14 21:46:56.129641
505,85,101,86.84,2022-01-29 18:17:19.183257
506,85,102,95.98,2022-01-29 18:17:19.183257
507,85,103,41.84,2022-01-29 18:17:19.183257
508,85,104,94.42,2022-01-29 18:17:19.183257
509,85,105,111.81,2022-01-29 18:17:19.183257
510,85,106,46.17,2022-01-29 18:17:19.183257
511,86,101,46.29,2022-01-31 05:47:47.937538
512,86,102,106.89,2022-01-31 05:47:47.937538
513,86,103,74.31,2022-01-31 05:47:47.937538
514,86,104,52.25,2022-01-31 05:47:47.937538
515,86,105,108.37,2022-01-31 05:47:47.937538
516,86,106,70.08,2022-01-31 05:47:47.937538
517,87,101,72.72,2022-02-16 21:33:23.223852
518,87,102,105.98,2022-02-16 21:33:23.223852
519,87,103,102.51,2022-02-16 21:33:23.223852
520,87,104,82.68,2022-02-16 21:33:23.223852
521,87,105,108.14,2022-02-16 21:33:23.223852
522,87,106,48.53,2022-02-16 21:33:23.223852
523,88,101,43.35,2022-03-01 18:02:04.662443
524,88,102,118.8,2022-03-01 18:02:04.662443
525,88,103,116.86,2022-03-01 18:02:04.662443
526,88,104,30.44,2022-03-01 18:02:04.662443
527,88,105,115.66,2022-03-01 18:02:04.662443
528,88,106,87.52,2022-03-01 18:02:04.662443
529,89,101,45.94,2022-03-03 12:21:25.291087
530,89,102,92.34,2022-03-03 12:21:25.291087
531,89,103,105.43,2022-03-03 12:21:25.291087
532,89,104,115.02,2022-03-03 12:21:25.291087
533,89,105,91.49,2022-03-03 12:21:25.291087
534,89,106,74.75,2022-03-03 12:21:25.291087
535,90,101,81.35,2022-03-12 12:02:10.253523
536,90,102,32.73,2022-03-12 12:02:10.253523
