id,ProjectID,TitleID,BillingRate,created_at
79,14,,297.11,2021-06-01 02:57:37.364078
80,14,,354.66,2021-06-01 02:57:37.364078
81,14,,249.44,2021-06-01 02:57:37.364078
82,14,,225.52,2021-06-01 02:57:37.364078
83,14,,268.71,2021-06-01 02:57:37.364078
84,14,,277.79,2021-06-01 02:57:37.364078
85,15,,204.62,2021-06-29 02:52:45.825510
86,15,,236.11,2021-06-29 02:52:45.825510
87,15,,219.47,2021-06-29 02:52:45.825510
88,15,,362.61,2021-06-29 02:52:45.825510
89,15,,321.78,2021-06-29 02:52:45.825510
90,15,,338.58,2021-06-29 02:52:45.825510
91,16,,238.64,2021-09-24 17:56:08.975924
92,16,,262.62,2021-09-24 17:56:08.975924
93,16,,271.28,2021-09-24 17:56:08.975924
94,16,,306.03,2021-09-24 17:56:08.975924
95,16,,283.89,2021-09-24 17:56:08.975924
96,16,,208.23,2021-09-24 17:56:08.975924
97,17,,273.02,2021-10-21 12:17:29.976167
98,17,,309.08,2021-10-21 12:17:29.976167
99,17,,276.42,2021-10-21 12:17:29.976167
100,17,,276.49,2021-10-21 12:17:29.976167
101,17,,321.91,2021-10-21 12:17:29.976167
102,17,,249.2,2021-10-21 12:17:29.976167
103,18,,279.11,2021-11-01 02:22:33.724787
104,18,,328.27,2021-11-01 02:22:33.724787
105,18,,249.14,2021-11-01 02:22:33.724787
106,18,,345.47,2021-11-01 02:22:33.724787
107,18,,389.94,2021-11-01 02:22:33.724787
108,18,,256.86,2021-11-01 02:22:33.724787
109,19,,234.76,2021-11-01 17:51:18.780690
110,19,,273.27,2021-11-01 17:51:18.780690
111,19,,286.71,2021-11-01 17:51:18.780690
112,19,,352.53,2021-11-01 17:51:18.780690
113,19,,225.08,2021-11-01 17:51:18.780690
114,19,,324.22,2021-11-01 17:51:18.780690
115,20,,243.11,2021-11-09 17:25:09.322857
116,20,,248.45,2021-11-09 17:25:09.322857
117,20,,243.84,2021-11-09 17:25:09.322857
118,20,,247.23,2021-11-09 17:25:09.322857
119,20,,243.13,2021-11-09 17:25:09.322857
120,20,,334.45,2021-11-09 17:25:09.322857
121,21,,266.64,2021-12-01 06:59:33.065577
122,21,,282.34,2021-12-01 06:59:33.065577
123,21,,335.33,2021-12-01 06:59:33.065577
124,21,,234.15,2021-12-01 06:59:33.065577
125,21,,293.43,2021-12-01 06:59:33.065577
126,21,,255.33,2021-12-01 06:59:33.065577
127,22,,292.9,2022-01-12 04:59:28.320672
128,22,,327.48,2022-01-12 04:59:28.320672
129,22,,248.24,2022-01-12 04:59:28.320672
130,22,,340.87,2022-01-12 04:59:28.320672
131,22,,284.88,2022-01-12 04:59:28.320672
132,22,,378.76,2022-01-12 04:59:28.320672
133,23,,311.38,2022-03-01 18:02:04.662443
134,23,,277.6,2022-03-01 18:02:04.662443
135,23,,311.63,2022-03-01 18:02:04.662443
136,23,,270.96,2022-03-01 18:02:04.662443
137,23,,278.93,2022-03-01 18:02:04.662443
138,23,,175.09,2022-03-01 18:02:04.662443
139,24,,329.29,2022-03-03 12:21:25.291087
140,24,,330.41,2022-03-03 12:21:25.291087
141,24,,223.0,2022-03-03 12:21:25.291087
142,24,,305.64,2022-03-03 12:21:25.291087
143,24,,222.33,2022-03-03 12:21:25.291087
144,24,,243.81,2022-03-03 12:21:25.291087
145,25,,150.03,2022-04-05 11:47:05.265561
146,25,,389.55,2022-04-05 11:47:05.265561
147,25,,205.52,2022-04-05 11:47:05.265561
148,25,,192.73,2022-04-05 11:47:05.265561
149,25,,326.13,2022-04-05 11:47:05.265561
150,25,,396.99,2022-04-05 11:47:05.265561
151,26,,358.63,2022-06-04 04:44:16.640712
152,26,,295.95,2022-06-04 04:44:16.640712
153,26,,239.75,2022-06-04 04:44:16.640712
154,26,,272.21,2022-06-04 04:44:16.640712
155,26,,302.92,2022-06-04 04:44:16.640712
156,26,,278.8,2022-06-04 04:44:16.640712
157,27,,288.37,2022-07-07 09:51:23.558989
158,27,,291.08,2022-07-07 09:51:23.558989
159,27,,241.6,2022-07-07 09:51:23.558989
160,27,,324.6,2022-07-07 09:51:23.558989
161,27,,266.25,2022-07-07 09:51:23.558989
162,27,,237.21,2022-07-07 09:51:23.558989
163,28,,264.55,2022-09-08 12:23:37.166275
164,28,,216.49,2022-09-08 12:23:37.166275
165,28,,184.9,2022-09-08 12:23:37.166275
166,28,,302.07,2022-09-08 12:23:37.166275
167,28,,312.96,2022-09-08 12:23:37.166275
168,28,,246.17,2022-09-08 12:23:37.166275
169,29,,273.0,2022-09-15 00:14:00.486178
170,29,,206.4,2022-09-15 00:14:00.486178
171,29,,194.32,2022-09-15 00:14:00.486178
172,29,,348.56,2022-09-15 00:14:00.486178
173,29,,264.53,2022-09-15 00:14:00.486178
174,29,,241.55,2022-09-15 00:14:00.486178
175,30,,339.94,2022-10-04 09:34:05.403190
176,30,,334.29,2022-10-04 09:34:05.403190
177,30,,310.95,2022-10-04 09:34:05.403190
178,30,,324.8,2022-10-04 09:34:05.403190
179,30,,237.16,2022-10-04 09:34:05.403190
180,30,,203.91,2022-10-04 09:34:05.403190
181,31,,292.96,2022-10-10 13:01:45.549235
182,31,,222.76,2022-10-10 13:01:45.549235
183,31,,176.68,2022-10-10 13:01:45.549235
184,31,,377.81,2022-10-10 13:01:45.549235
185,31,,219.84,2022-10-10 13:01:45.549235
186,31,,263.94,2022-10-10 13:01:45.549235
187,32,,276.52,2022-10-18 04:11:40.986597
188,32,,294.98,2022-10-18 04:11:40.986597
189,32,,242.43,2022-10-18 04:11:40.986597
190,32,,248.57,2022-10-18 04:11:40.986597
191,32,,304.32,2022-10-18 04:11:40.986597
192,32,,336.91,2022-10-18 04:11:40.986597
193,33,,268.08,2022-10-23 13:52:04.855179
194,33,,213.79,2022-10-23 13:52:04.855179
195,33,,264.55,2022-10-23 13:52:04.855179
196,33,,232.47,2022-10-23 13:52:04.855179
197,33,,245.97,2022-10-23 13:52:04.855179
198,33,,304.43,2022-10-23 13:52:04.855179
199,34,,274.3,2022-12-05 12:45:51.439065
200,34,,153.79,2022-12-05 12:45:51.439065
201,34,,319.2,2022-12-05 12:45:51.439065
202,34,,311.84,2022-12-05 12:45:51.439065
203,34,,260.93,2022-12-05 12:45:51.439065
204,34,,278.35,2022-12-05 12:45:51.439065
205,35,,247.91,2022-12-10 00:43:30.950194
206,35,,224.21,2022-12-10 00:43:30.950194
207,35,,278.08,2022-12-10 00:43:30.950194
208,35,,296.44,2022-12-10 00:43:30.950194
209,35,,309.66,2022-12-10 00:43:30.950194
210,35,,283.82,2022-12-10 00:43:30.950194
211,36,,177.24,2023-01-03 17:50:05.903616
212,36,,225.03,2023-01-03 17:50:05.903616
213,36,,249.76,2023-01-03 17:50:05.903616
214,36,,317.03,2023-01-03 17:50:05.903616
215,36,,302.34,2023-01-03 17:50:05.903616
216,36,,263.05,2023-01-03 17:50:05.903616
217,37,,280.35,2023-02-25 14:16:00.803349
218,37,,244.41,2023-02-25 14:16:00.803349
219,37,,273.15,2023-02-25 14:16:00.803349
220,37,,253.53,2023-02-25 14:16:00.803349
221,37,,240.38,2023-02-25 14:16:00.803349
222,37,,204.68,2023-02-25 14:16:00.803349
223,38,,355.61,2023-03-11 01:40:52.887108
224,38,,319.84,2023-03-11 01:40:52.887108
225,38,,261.57,2023-03-11 01:40:52.887108
226,38,,230.44,2023-03-11 01:40:52.887108
227,38,,167.41,2023-03-11 01:40:52.887108
228,38,,239.04,2023-03-11 01:40:52.887108
229,39,,332.85,2023-03-12 15:28:24.757416
230,39,,310.41,2023-03-12 15:28:24.757416
231,39,,286.66,2023-03-12 15:28:24.757416
232,39,,322.66,2023-03-12 15:28:24.757416
233,39,,289.36,2023-03-12 15:28:24.757416
234,39,,244.38,2023-03-12 15:28:24.757416
235,40,,282.99,2023-03-12 22:48:18.714342
236,40,,223.62,2023-03-12 22:48:18.714342
237,40,,338.29,2023-03-12 22:48:18.714342
238,40,,231.69,2023-03-12 22:48:18.714342
239,40,,323.47,2023-03-12 22:48:18.714342
240,40,,296.36,2023-03-12 22:48:18.714342
241,41,,268.28,2023-03-14 07:00:24.530877
242,41,,315.54,2023-03-14 07:00:24.530877
243,41,,314.67,2023-03-14 07:00:24.530877
244,41,,187.57,2023-03-14 07:00:24.530877
245,41,,340.22,2023-03-14 07:00:24.530877
246,41,,191.88,2023-03-14 07:00:24.530877
247,42,,240.8,2023-05-11 18:10:45.888090
248,42,,322.66,2023-05-11 18:10:45.888090
249,42,,300.65,2023-05-11 18:10:45.888090
250,42,,311.25,2023-05-11 18:10:45.888090
251,42,,300.81,2023-05-11 18:10:45.888090
252,42,,242.93,2023-05-11 18:10:45.888090
253,43,,272.92,2023-11-11 14:55:55.088289
254,43,,296.92,2023-11-11 14:55:55.088289
255,43,,275.98,2023-11-11 14:55:55.088289
256,43,,308.64,2023-11-11 14:55:55.088289
257,43,,304.59,2023-11-11 14:55:55.088289
258,43,,257.3,2023-11-11 14:55:55.088289
259,44,,245.11,2023-12-26 02:18:09.921751
260,44,,219.43,2023-12-26 02:18:09.921751
261,44,,287.33,2023-12-26 02:18:09.921751
262,44,,299.91,2023-12-26 02:18:09.921751
263,44,,332.01,2023-12-26 02:18:09.921751
264,44,,354.03,2023-12-26 02:18:09.921751
265,45,,195.09,2024-02-09 16:48:49.844342
266,45,,298.11,2024-02-09 16:48:49.844342
267,45,,376.22,2024-02-09 16:48:49.844342
268,45,,206.84,2024-02-09 16:48:49.844342
269,45,,284.49,2024-02-09 16:48:49.844342
270,45,,241.9,2024-02-09 16:48:49.844342
271,46,,212.48,2024-02-16 06:42:56.301755
272,46,,305.23,2024-02-16 06:42:56.301755
273,46,,319.12,2024-02-16 06:42:56.301755
274,46,,252.4,2024-02-16 06:42:56.301755
275,46,,251.5,2024-02-16 06:42:56.301755
276,46,,288.29,2024-02-16 06:42:56.301755
277,47,,406.71,2024-02-29 12:42:29.150953
278,47,,265.54,2024-02-29 12:42:29.150953
279,47,,321.08,2024-02-29 12:42:29.150953
280,47,,268.62,2024-02-29 12:42:29.150953
281,47,,350.56,2024-02-29 12:42:29.150953
282,47,,202.44,2024-02-29 12:42:29.150953
283,48,,309.18,2024-05-27 08:20:09.966072
284,48,,206.7,2024-05-27 08:20:09.966072
285,48,,335.6,2024-05-27 08:20:09.966072
286,48,,288.06,2024-05-27 08:20:09.966072
287,48,,256.54,2024-05-27 08:20:09.966072
288,48,,282.17,2024-05-27 08:20:09.966072
289,49,,241.86,2024-07-14 03:16:56.869213
290,49,,285.36,2024-07-14 03:16:56.869213
291,49,,278.47,2024-07-14 03:16:56.869213
292,49,,238.91,2024-07-14 03:16:56.869213
293,49,,283.84,2024-07-14 03:16:56.869213
294,49,,247.67,2024-07-14 03:16:56.869213
295,50,,218.87,2024-07-24 07:18:21.564744
296,50,,229.12,2024-07-24 07:18:21.564744
297,50,,325.88,2024-07-24 07:18:21.564744
298,50,,288.57,2024-07-24 07:18:21.564744
299,50,,302.57,2024-07-24 07:18:21.564744
300,50,,292.03,2024-07-24 07:18:21.564744
301,51,,235.7,2024-08-21 13:16:40.195577
302,51,,205.95,2024-08-21 13:16:40.195577
303,51,,290.19,2024-08-21 13:16:40.195577
304,51,,311.08,2024-08-21 13:16:40.195577
305,51,,263.46,2024-08-21 13:16:40.195577
306,51,,347.66,2024-08-21 13:16:40.195577
307,52,,275.45,2024-09-13 17:46:20.681363
308,52,,283.76,2024-09-13 17:46:20.681363
309,52,,424.26,2024-09-13 17:46:20.681363
310,52,,293.37,2024-09-13 17:46:20.681363
311,52,,259.32,2024-09-13 17:46:20.681363
312,52,,321.09,2024-09-13 17:46:20.681363
313,53,,195.7,2024-09-28 16:53:46.217970
314,53,,181.0,2024-09-28 16:53:46.217970
315,53,,368.55,2024-09-28 16:53:46.217970
316,53,,294.48,2024-09-28 16:53:46.217970
317,53,,231.59,2024-09-28 16:53:46.217970
318,53,,301.73,2024-09-28 16:53:46.217970
319,54,,304.94,2024-10-23 02:54:43.923775
320,54,,308.42,2024-10-23 02:54:43.923775
321,54,,238.29,2024-10-23 02:54:43.923775
322,54,,279.1,2024-10-23 02:54:43.923775
323,54,,297.86,2024-10-23 02:54:43.923775
324,54,,347.79,2024-10-23 02:54:43.923775
325,55,,301.44,2024-10-23 06:44:53.172838
326,55,,284.86,2024-10-23 06:44:53.172838
327,55,,290.57,2024-10-23 06:44:53.172838
328,55,,360.0,2024-10-23 06:44:53.172838
329,55,,328.58,2024-10-23 06:44:53.172838
330,55,,284.53,2024-10-23 06:44:53.172838
331,56,,307.03,2024-12-03 20:48:57.981432
332,56,,306.1,2024-12-03 20:48:57.981432
333,56,,341.45,2024-12-03 20:48:57.981432
334,56,,294.34,2024-12-03 20:48:57.981432
335,56,,329.55,2024-12-03 20:48:57.981432
336,56,,375.61,2024-12-03 20:48:57.981432
337,57,,293.38,2024-12-04 07:14:45.334108
338,57,,170.0,2024-12-04 07:14:45.334108
339,57,,306.28,2024-12-04 07:14:45.334108
340,57,,319.26,2024-12-04 07:14:45.334108
341,57,,245.38,2024-12-04 07:14:45.334108
342,57,,281.18,2024-12-04 07:14:45.334108
343,58,,245.99,2024-12-31 13:19:50.931130
344,58,,304.75,2024-12-31 13:19:50.931130
345,58,,247.13,2024-12-31 13:19:50.931130
346,58,,254.35,2024-12-31 13:19:50.931130
347,58,,228.67,2024-12-31 13:19:50.931130
348,58,,273.43,2024-12-31 13:19:50.931130
349,59,,270.97,2025-01-02 11:50:54.059887
350,59,,233.35,2025-01-02 11:50:54.059887
351,59,,320.77,2025-01-02 11:50:54.059887
352,59,,247.52,2025-01-02 11:50:54.059887
353,59,,269.16,2025-01-02 11:50:54.059887
354,59,,243.22,2025-01-02 11:50:54.059887
355,60,,309.44,2025-01-22 13:36:19.688216
356,60,,228.17,2025-01-22 13:36:19.688216
357,60,,241.61,2025-01-22 13:36:19.688216
358,60,,289.61,2025-01-22 13:36:19.688216
359,60,,265.63,2025-01-22 13:36:19.688216
360,60,,163.09,2025-01-22 13:36:19.688216
361,61,,284.79,2025-02-11 12:58:16.761860
362,61,,318.46,2025-02-11 12:58:16.761860
363,61,,252.22,2025-02-11 12:58:16.761860
364,61,,230.54,2025-02-11 12:58:16.761860
365,61,,322.77,2025-02-11 12:58:16.761860
366,61,,318.8,2025-02-11 12:58:16.761860
367,62,,254.32,2025-03-17 13:59:48.556137
368,62,,369.38,2025-03-17 13:59:48.556137
369,62,,302.83,2025-03-17 13:59:48.556137
370,62,,208.23,2025-03-17 13:59:48.556137
371,62,,299.3,2025-03-17 13:59:48.556137
372,62,,197.63,2025-03-17 13:59:48.556137
373,63,,339.33,2025-03-30 09:25:02.430300
374,63,,270.33,2025-03-30 09:25:02.430300
375,63,,248.53,2025-03-30 09:25:02.430300
376,63,,199.28,2025-03-30 09:25:02.430300
377,63,,291.08,2025-03-30 09:25:02.430300
378,63,,362.75,2025-03-30 09:25:02.430300
379,64,,298.67,2025-05-22 01:53:23.264837
380,64,,261.62,2025-05-22 01:53:23.264837
381,64,,317.34,2025-05-22 01:53:23.264837
382,64,,168.64,2025-05-22 01:53:23.264837
383,64,,270.05,2025-05-22 01:53:23.264837
384,64,,244.86,2025-05-22 01:53:23.264837
385,65,,334.17,2025-06-28 03:46:03.052403
386,65,,216.1,2025-06-28 03:46:03.052403
387,65,,358.36,2025-06-28 03:46:03.052403
388,65,,351.16,2025-06-28 03:46:03.052403
389,65,,311.78,2025-06-28 03:46:03.052403
390,65,,364.09,2025-06-28 03:46:03.052403
391,66,,230.95,2025-08-23 10:54:19.796208
392,66,,239.39,2025-08-23 10:54:19.796208
393,66,,334.34,2025-08-23 10:54:19.796208
394,66,,346.82,2025-08-23 10:54:19.796208
395,66,,263.09,2025-08-23 10:54:19.796208
396,66,,277.3,2025-08-23 10:54:19.796208
397,67,,289.36,2025-08-23 11:42:23.948386
398,67,,229.19,2025-08-23 11:42:23.948386
399,67,,342.77,2025-08-23 11:42:23.948386
400,67,,333.51,2025-08-23 11:42:23.948386
401,67,,281.71,2025-08-23 11:42:23.948386
402,67,,278.98,2025-08-23 11:42:23.948386
403,68,,308.95,2025-10-07 21:17:33.577940
404,68,,268.15,2025-10-07 21:17:33.577940
405,68,,249.03,2025-10-07 21:17:33.577940
406,68,,257.95,2025-10-07 21:17:33.577940
407,68,,296.42,2025-10-07 21:17:33.577940
408,68,,278.86,2025-10-07 21:17:33.577940
409,69,,349.52,2025-10-26 01:13:58.916038
410,69,,300.3,2025-10-26 01:13:58.916038
411,69,,238.59,2025-10-26 01:13:58.916038
412,69,,383.25,2025-10-26 01:13:58.916038
413,69,,334.53,2025-10-26 01:13:58.916038
414,69,,285.63,2025-10-26 01:13:58.916038
415,70,,186.2,2025-11-09 23:11:09.563670
416,70,,328.2,2025-11-09 23:11:09.563670
417,70,,287.63,2025-11-09 23:11:09.563670
418,70,,344.23,2025-11-09 23:11:09.563670
419,70,,297.21,2025-11-09 23:11:09.563670
420,70,,330.07,2025-11-09 23:11:09.563670
421,71,,209.39,2026-01-01 11:39:41.797706
422,71,,277.26,2026-01-01 11:39:41.797706
423,71,,277.56,2026-01-01 11:39:41.797706
424,71,,249.91,2026-01-01 11:39:41.797706
425,71,,206.38,2026-01-01 11:39:41.797706
426,71,,291.15,2026-01-01 11:39:41.797706
427,72,,235.22,2026-01-09 17:53:29.919358
428,72,,296.22,2026-01-09 17:53:29.919358
429,72,,338.98,2026-01-09 17:53:29.919358
430,72,,164.16,2026-01-09 17:53:29.919358
431,72,,300.14,2026-01-09 17:53:29.919358
432,72,,150.34,2026-01-09 17:53:29.919358
433,73,,216.56,2026-01-11 14:08:55.975518
434,73,,349.87,2026-01-11 14:08:55.975518
435,73,,367.89,2026-01-11 14:08:55.975518
436,73,,269.83,2026-01-11 14:08:55.975518
437,73,,213.05,2026-01-11 14:08:55.975518
438,73,,379.79,2026-01-11 14:08:55.975518
439,74,,291.04,2026-01-24 21:01:02.828720
440,74,,284.7,2026-01-24 21:01:02.828720
441,74,,211.5,2026-01-24 21:01:02.828720
442,74,,289.35,2026-01-24 21:01:02.828720
443,74,,233.4,2026-01-24 21:01:02.828720
444,74,,243.09,2026-01-24 21:01:02.828720
445,75,,236.01,2026-02-10 17:19:50.152831
446,75,,329.1,2026-02-10 17:19:50.152831
447,75,,207.52,2026-02-10 17:19:50.152831
448,75,,254.24,2026-02-10 17:19:50.152831
449,75,,276.7,2026-02-10 17:19:50.152831
450,75,,280.57,2026-02-10 17:19:50.152831
451,76,,203.2,2026-03-25 06:59:58.225011
452,76,,209.21,2026-03-25 06:59:58.225011
453,76,,289.05,2026-03-25 06:59:58.225011
454,76,,168.37,2026-03-25 06:59:58.225011
455,76,,325.63,2026-03-25 06:59:58.225011
456,76,,267.09,2026-03-25 06:59:58.225011
457,77,,323.94,2026-07-14 21:46:46.184294
458,77,,206.41,2026-07-14 21:46:46.184294
459,77,,355.44,2026-07-14 21:46:46.184294
460,77,,316.41,2026-07-14 21:46:46.184294
461,77,,329.54,2026-07-14 21:46:46.184294
462,77,,251.85,2026-07-14 21:46:46.184294
463,78,,332.35,2026-07-23 00:59:37.414576
464,78,,238.8,2026-07-23 00:59:37.414576
465,78,,265.23,2026-07-23 00:59:37.414576
466,78,,252.4,2026-07-23 00:59:37.414576
467,78,,235.53,2026-07-23 00:59:37.414576
468,78,,274.65,2026-07-23 00:59:37.414576
469,79,,242.36,2026-07-31 07:21:00.605272
470,79,,322.5,2026-07-31 07:21:00.605272
471,79,,287.15,2026-07-31 07:21:00.605272
472,79,,198.36,2026-07-31 07:21:00.605272
473,79,,265.19,2026-07-31 07:21:00.605272
474,79,,290.09,2026-07-31 07:21:00.605272
475,80,,261.87,2026-09-09 11:31:38.842461
476,80,,258.18,2026-09-09 11:31:38.842461
477,80,,323.02,2026-09-09 11:31:38.842461
478,80,,298.12,2026-09-09 11:31:38.842461
479,80,,216.03,2026-09-09 11:31:38.842461
480,80,,283.61,2026-09-09 11:31:38.842461
481,81,,366.91,2026-09-27 05:41:50.817400
482,81,,270.35,2026-09-27 05:41:50.817400
483,81,,263.02,2026-09-27 05:41:50.817400
484,81,,330.84,2026-09-27 05:41:50.817400
485,81,,284.32,2026-09-27 05:41:50.817400
486,81,,238.42,2026-09-27 05:41:50.817400
487,82,,371.17,2026-10-04 09:00:37.640239
488,82,,236.27,2026-10-04 09:00:37.640239
489,82,,190.54,2026-10-04 09:00:37.640239
490,82,,251.44,2026-10-04 09:00:37.640239
491,82,,176.23,2026-10-04 09:00:37.640239
492,82,,312.55,2026-10-04 09:00:37.640239
493,83,,264.98,2026-11-22 10:40:43.648167
494,83,,286.59,2026-11-22 10:40:43.648167
495,83,,332.3,2026-11-22 10:40:43.648167
496,83,,236.13,2026-11-22 10:40:43.648167
497,83,,352.94,2026-11-22 10:40:43.648167
498,83,,198.48,2026-11-22 10:40:43.648167
499,84,,253.36,2026-12-09 13:09:02.171083
500,84,,314.69,2026-12-09 13:09:02.171083
501,84,,260.13,2026-12-09 13:09:02.171083
502,84,,262.68,2026-12-09 13:09:02.171083
503,84,,324.32,2026-12-09 13:09:02.171083
504,84,,239.4,2026-12-09 13:09:02.171083
505,85,,287.18,2026-12-28 13:27:27.396887
506,85,,220.49,2026-12-28 13:27:27.396887
507,85,,225.72,2026-12-28 13:27:27.396887
508,85,,226.51,2026-12-28 13:27:27.396887
509,85,,280.53,2026-12-28 13:27:27.396887
510,85,,243.68,2026-12-28 13:27:27.396887
511,86,,306.1,2027-01-15 15:36:27.743916
512,86,,324.88,2027-01-15 15:36:27.743916
513,86,,260.66,2027-01-15 15:36:27.743916
514,86,,312.98,2027-01-15 15:36:27.743916
515,86,,260.41,2027-01-15 15:36:27.743916
516,86,,272.01,2027-01-15 15:36:27.743916
517,87,,230.36,2027-02-03 00:28:03.177758
518,87,,254.53,2027-02-03 00:28:03.177758
519,87,,325.3,2027-02-03 00:28:03.177758
520,87,,218.63,2027-02-03 00:28:03.177758
521,87,,331.4,2027-02-03 00:28:03.177758
522,87,,282.72,2027-02-03 00:28:03.177758
523,88,,231.41,2027-04-02 15:29:42.612401
524,88,,269.24,2027-04-02 15:29:42.612401
525,88,,255.75,2027-04-02 15:29:42.612401
526,88,,302.05,2027-04-02 15:29:42.612401
527,88,,318.81,2027-04-02 15:29:42.612401
528,88,,241.58,2027-04-02 15:29:42.612401
529,89,,323.37,2027-04-19 23:50:51.473563
530,89,,333.67,2027-04-19 23:50:51.473563
531,89,,261.37,2027-04-19 23:50:51.473563
532,89,,257.97,2027-04-19 23:50:51.473563
533,89,,300.01,2027-04-19 23:50:51.473563
534,89,,207.15,2027-04-19 23:50:51.473563
535,90,,324.65,2027-04-28 09:51:56.784700
536,90,,334.43,2027-04-28 09:51:56.784700
537,90,,367.47,2027-04-28 09:51:56.784700
538,90,,317.16,2027-04-28 09:51:56.784700
539,90,,333.14,2027-04-28 09:51:56.784700
540,90,,246.0,2027-04-28 09:51:56.784700
541,91,,266.1,2027-06-07 06:39:54.888881
542,91,,229.36,2027-06-07 06:39:54.888881
543,91,,254.13,2027-06-07 06:39:54.888881
544,91,,292.2,2027-06-07 06:39:54.888881
545,91,,292.42,2027-06-07 06:39:54.888881
546,91,,230.11,2027-06-07 06:39:54.888881
547,92,,295.76,2027-06-11 22:30:11.985025
548,92,,272.34,2027-06-11 22:30:11.985025
549,92,,247.45,2027-06-11 22:30:11.985025
550,92,,283.4,2027-06-11 22:30:11.985025
551,92,,322.26,2027-06-11 22:30:11.985025
552,92,,300.04,2027-06-11 22:30:11.985025
553,93,,222.99,2027-06-21 05:15:36.256978
554,93,,372.26,2027-06-21 05:15:36.256978
555,93,,183.95,2027-06-21 05:15:36.256978
556,93,,245.12,2027-06-21 05:15:36.256978
557,93,,293.51,2027-06-21 05:15:36.256978
558,93,,304.22,2027-06-21 05:15:36.256978
